Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,CVol
01/31/20,1.20,1.20,-0.06,-4.96,1.20,1.20,"151,557.00",26472
12/31/19,1.26,1.26,0.00,-0.22,1.26,1.26,"162,458.00",15118
11/29/19,1.26,1.26,0.09,7.66,1.26,1.27,"167,626.00",21461
10/31/19,1.17,1.17,0.07,6.28,1.17,1.18,"127,037.00",26023
09/30/19,1.10,1.10,0.11,11.50,1.10,1.11,"143,991.00",28027
08/30/19,0.99,0.99,-0.09,-8.10,0.99,1.00,"143,206.00",22571
07/31/19,1.07,1.08,0.03,3.16,1.07,1.08,"156,205.00",25826
06/28/19,1.04,1.04,0.01,1.24,1.04,1.05,"142,914.00",29372
05/31/19,1.03,1.03,-0.11,-9.78,1.03,1.06,"151,174.00",35172
04/30/19,1.14,1.14,-0.05,-3.99,1.14,1.15,"159,787.00",32549
03/29/19,1.19,1.19,-0.11,-8.36,1.19,1.20,"203,745.00",20998
02/28/19,1.30,1.30,0.04,2.81,1.29,1.30,"155,344.00",27457
01/31/19,1.26,1.26,0.02,1.96,1.26,1.27,"163,998.00",48557
12/31/18,1.24,1.24,0.03,2.80,1.24,1.24,"134,357.00",25737
11/30/18,1.21,1.21,0.04,3.04,1.20,1.21,"135,328.00",32900
10/31/18,1.17,1.17,-0.02,-1.60,1.17,1.17,"122,370.00",35579
09/28/18,1.19,1.19,0.10,9.26,1.19,1.19,"123,280.00",24896
08/31/18,1.09,1.09,-0.01,-0.48,1.08,1.09,"121,511.00",21726
07/31/18,1.09,1.09,0.03,2.41,1.09,1.10,"125,724.00",22637
06/29/18,1.07,1.07,0.03,2.67,1.07,1.07,"136,429.00",28168
05/31/18,1.04,1.04,-0.02,-2.03,1.03,1.04,"164,415.00",46706
04/30/18,1.06,1.06,0.04,3.44,1.06,1.06,"145,230.00",35303
03/29/18,1.03,1.03,-0.21,-16.79,1.03,1.04,"159,567.00",33624
02/28/18,1.23,1.23,0.00,0.28,1.23,1.24,"139,110.00",37838
01/31/18,1.23,1.23,0.01,1.13,1.23,1.24,"149,887.00",24215
12/29/17,1.22,1.22,-0.03,-2.74,1.21,1.22,"120,225.00",23694
11/30/17,1.25,1.25,-0.01,-0.52,1.24,1.26,"155,487.00",38386
10/31/17,1.25,1.26,0.10,9.00,1.25,1.26,"133,525.00",34458
09/29/17,1.15,1.15,0.10,9.35,1.15,1.15,"145,804.00",24599
08/31/17,1.06,1.05,-0.07,-5.85,1.05,1.06,"144,565.00",34841
07/31/17,1.12,1.12,-0.04,-3.74,1.12,1.13,"182,276.00",24936
06/30/17,1.16,1.16,-0.05,-4.44,1.15,1.17,"164,141.00",27519
05/31/17,1.22,1.22,-0.02,-1.87,1.22,1.22,"197,549.00",25514
04/28/17,1.24,1.24,0.13,11.86,1.24,1.24,"182,701.00",55665
03/31/17,1.11,1.11,-0.07,-5.98,1.10,1.11,"182,772.00",23938
02/28/17,1.18,1.18,0.04,3.28,1.17,1.18,"129,073.00",33687
01/31/17,1.14,1.14,-0.02,-1.62,1.14,1.15,"150,435.00",20770
12/30/16,1.16,1.16,0.04,3.66,1.15,1.16,"121,555.00",34529
11/30/16,1.12,1.12,0.09,8.35,1.11,1.12,"108,168.00",29188
10/31/16,1.03,1.03,0.03,3.20,1.03,1.04,"123,561.00",18495
09/30/16,1.00,1.00,-0.06,-6.05,1.00,1.00,"120,861.00",30089
08/31/16,1.06,1.07,-0.05,-4.61,1.06,1.07,"116,264.00",39478
07/29/16,1.12,1.12,-0.03,-2.70,1.11,1.13,"112,575.00",17583
06/30/16,1.15,1.15,-0.03,-2.73,1.15,1.15,"117,562.00",22873
05/31/16,1.18,1.18,0.03,2.72,1.18,1.18,"117,072.00",21079
04/29/16,1.15,1.15,-0.09,-7.34,1.15,1.15,"130,808.00",24638
03/31/16,1.24,1.24,-0.13,-9.45,1.24,1.24,"130,186.00",20212
02/29/16,1.37,1.37,0.03,2.22,1.37,1.37,"118,513.00",17546
01/29/16,1.33,1.34,-0.03,-2.05,1.33,1.34,"114,135.00",35268
12/31/15,1.36,1.37,0.04,3.36,1.36,1.37,"103,097.00",11197
11/30/15,1.32,1.32,-0.09,-6.61,1.32,1.32,"116,871.00",19375
10/30/15,1.42,1.42,0.11,8.25,1.41,1.43,"115,267.00",23717
09/30/15,1.30,1.31,-0.12,-8.57,1.30,1.32,"127,033.00",57782
08/31/15,1.43,1.43,-0.03,-1.87,1.43,1.44,"105,957.00",19026
07/31/15,1.47,1.46,-0.02,-1.45,1.47,1.47,"104,750.00",19089
06/30/15,1.48,1.48,-0.03,-2.12,1.48,1.48,"120,278.00",27252
05/29/15,1.52,1.51,0.02,1.05,1.51,1.52,"147,955.00",42307
04/30/15,1.50,1.50,-0.03,-1.72,1.50,1.50,"132,519.00",29626
03/31/15,1.53,1.52,0.01,0.41,1.52,1.53,"126,853.00",20751
02/27/15,1.52,1.52,-0.01,-0.38,1.51,1.52,"119,263.00",33931
01/30/15,1.52,1.52,-0.11,-6.89,1.51,1.52,"115,683.00",20083
12/31/14,1.65,1.64,-0.06,-3.35,1.65,1.65,"119,193.00",24741
11/28/14,1.69,1.69,0.03,1.91,1.69,1.70,"142,107.00",14281
10/31/14,1.66,1.66,0.03,1.58,1.66,1.67,"138,465.00",30987
09/30/14,1.63,1.63,0.12,7.96,1.63,1.64,"153,187.00",21903
08/29/14,1.52,1.51,-0.06,-3.75,1.51,1.52,"134,927.00",19450
07/31/14,1.57,1.57,0.07,4.83,1.57,1.57,"153,288.00",26045
06/30/14,1.50,1.50,0.11,8.28,1.50,1.51,"163,226.00",21373
05/30/14,1.39,1.39,0.01,1.02,1.38,1.39,"168,103.00",17687
04/30/14,1.37,1.37,0.00,-0.22,1.37,1.38,"173,780.00",27049
03/31/14,1.38,1.38,-0.07,-5.16,1.38,1.38,"182,615.00",20909
02/28/14,1.45,1.45,0.05,3.24,1.45,1.45,"165,061.00",25816
01/31/14,1.41,1.40,0.06,4.31,1.40,1.41,"172,335.00",33163
12/31/13,1.35,1.35,0.00,0.28,1.35,1.35,"138,785.00",16619
11/29/13,1.34,1.34,0.02,1.15,1.34,1.34,"139,070.00",11724
10/31/13,1.33,1.33,0.01,0.57,1.33,1.33,"141,813.00",25438
09/30/13,1.32,1.32,0.05,4.08,1.32,1.32,"140,594.00",19878
08/30/13,1.27,1.27,0.01,1.06,1.27,1.27,"133,699.00",17653
07/31/13,1.25,1.25,0.03,2.83,1.25,1.26,"134,458.00",14830
06/28/13,1.22,1.22,0.02,1.31,1.22,1.22,"123,254.00",26368
05/31/13,1.20,1.20,-0.01,-1.19,1.20,1.20,"133,953.00",19282
04/30/13,1.22,1.22,-0.02,-1.99,1.22,1.22,"149,227.00",27758
03/28/13,1.24,1.24,-0.05,-4.22,1.24,1.24,"141,213.00",28951
02/28/13,1.30,1.30,-0.03,-2.22,1.30,1.30,"167,397.00",26633
01/31/13,1.33,1.33,0.01,0.38,1.33,1.33,"165,015.00",25117
12/31/12,1.33,1.32,0.02,1.46,1.32,1.33,"141,338.00",21631
11/30/12,1.31,1.30,0.04,3.55,1.30,1.31,"144,573.00",36354
10/31/12,1.26,1.26,0.01,0.98,1.26,1.26,"133,265.00",22477
09/28/12,1.25,1.25,-0.01,-1.05,1.25,1.25,"122,126.00",27928
08/31/12,1.26,1.26,0.02,1.31,1.26,1.26,"121,080.00",26597
07/31/12,1.24,1.24,0.04,3.28,1.24,1.25,"132,848.00",23984
06/29/12,1.21,1.20,0.02,1.30,1.20,1.21,"132,740.00",32549
05/31/12,1.19,1.19,0.05,4.16,1.19,1.20,"137,456.00",29469
04/30/12,1.14,1.14,-0.02,-1.72,1.14,1.15,"144,042.00",32116
03/30/12,1.16,1.16,-0.14,-10.48,1.16,1.18,"150,029.00",40963
02/29/12,1.30,1.30,0.01,0.91,1.30,1.30,"154,026.00",31973
01/31/12,1.29,1.29,0.07,5.87,1.28,1.29,"137,177.00",22779
12/30/11,1.22,1.21,-0.02,-1.74,1.21,1.24,"124,024.00",18578
11/30/11,1.24,1.24,0.05,4.22,1.23,1.24,"128,329.00",21235
10/31/11,1.19,1.19,-0.04,-3.30,1.18,1.19,"142,068.00",37417
09/30/11,1.23,1.23,0.09,7.56,1.20,1.23,"146,953.00",43480
08/31/11,1.14,1.14,-0.03,-2.81,1.14,1.15,"118,454.00",20579
07/29/11,1.17,1.17,0.06,5.82,1.16,1.18,"128,352.00",22181
06/30/11,1.11,1.11,0.05,5.22,1.10,1.11,"137,377.00",25683
05/31/11,1.05,1.05,-0.08,-7.04,1.05,1.05,"138,425.00",20074
04/29/11,1.13,1.13,-0.08,-6.30,1.13,1.14,"146,432.00",24777
03/31/11,1.20,1.21,0.08,7.15,1.21,1.21,"172,161.00",30010
02/28/11,1.13,1.13,-0.01,-1.01,1.13,1.13,"159,366.00",38002
01/31/11,1.14,1.14,0.06,5.26,1.14,1.15,"165,978.00",29479
12/31/10,1.08,1.08,0.02,1.86,1.08,1.09,"145,770.00",14759
11/30/10,1.07,1.06,0.08,7.64,1.06,1.07,"155,256.00",28130
10/29/10,0.99,0.99,-0.01,-0.78,0.99,1.00,"144,037.00",19929
09/30/10,1.00,1.00,0.02,2.39,0.99,1.00,"159,493.00",26880
08/31/10,0.97,0.97,0.03,2.83,0.97,0.97,"156,883.00",21393
07/30/10,0.95,0.95,0.05,5.08,0.95,0.95,"153,527.00",20313
06/30/10,0.90,0.90,0.01,0.87,0.90,0.90,"132,680.00",25022
05/28/10,0.89,0.89,-0.05,-5.28,0.89,0.91,"146,038.00",20481
04/30/10,0.94,0.94,0.01,0.72,0.94,0.95,"156,466.00",19362
03/31/10,0.94,0.94,0.02,1.77,0.93,0.94,"167,476.00",20204
02/26/10,0.92,0.92,0.03,2.85,0.92,0.93,"141,348.00",14095
01/29/10,0.89,0.89,0.03,3.71,0.89,0.90,"132,707.00",15529
12/31/09,0.86,0.86,0.00,0.52,0.85,0.86,"130,981.00",22225
11/30/09,0.86,0.86,0.00,0.06,0.85,0.86,"125,616.00",11216
10/30/09,0.86,0.86,0.00,-0.52,0.85,0.87,"126,159.00",22751
09/30/09,0.86,0.86,-0.01,-0.63,,,"119,523.00",20759
08/31/09,0.87,0.87,-0.04,-3.91,,,"107,820.00",25849
07/31/09,0.90,0.90,0.05,5.81,0.90,0.90,"103,497.00",9324
06/30/09,0.85,0.85,0.03,4.19,,,"102,471.00",29210
05/29/09,0.82,0.82,-0.01,-0.82,0.82,0.82,"92,870.00",20118
04/30/09,0.83,0.83,0.01,0.98,,,"94,208.00",15668
03/31/09,0.82,0.82,-0.04,-4.92,,,"85,501.00",18313
02/27/09,0.86,0.86,0.01,0.97,,,"95,735.00",17066
01/30/09,0.84,0.85,-0.01,-1.10,,,"97,143.00",14056
12/31/08,0.86,0.86,-0.02,-1.83,,,"99,711.00",11157
11/28/08,0.88,0.88,-0.05,-5.45,,,"97,519.00",6103
10/31/08,0.93,0.93,-0.08,-7.65,,,"101,098.00",19137
09/30/08,1.00,1.00,-0.04,-3.53,,,"121,189.00",17520
08/29/08,1.04,1.04,-0.02,-2.12,,,"135,852.00",20646
07/31/08,1.06,1.06,0.03,2.78,,,"139,971.00",17213
06/30/08,1.03,1.03,0.02,1.55,,,"142,380.00",21747
05/30/08,1.02,1.02,0.08,8.96,,,"138,854.00",15115
04/30/08,0.93,0.93,0.06,6.52,,,"136,701.00",22103
03/31/08,0.88,0.88,-0.07,-6.97,,,"137,107.00",20078
02/29/08,0.94,0.94,0.00,0.05,,,"137,246.00",18705
01/31/08,0.94,0.94,-0.02,-1.98,,,"139,958.00",20029
12/31/07,0.96,0.96,0.00,0.42,,,"117,393.00",10718
11/30/07,0.96,0.96,0.01,0.90,,,"119,021.00",18454
10/31/07,0.95,0.95,-0.05,-4.88,,,"115,947.00",17922
09/28/07,1.00,1.00,0.03,2.99,,,"123,656.00",18138
08/31/07,0.97,0.97,-0.03,-3.05,,,"121,020.00",14953
07/31/07,1.00,1.00,0.10,10.72,,,"138,516.00",16569
06/29/07,0.90,0.90,-0.01,-1.31,,,"121,663.00",16654
05/31/07,0.91,0.91,-0.03,-2.82,,,"140,604.00",19700
04/30/07,0.94,0.94,-0.01,-0.79,,,"135,521.00",20525
03/30/07,0.95,0.95,-0.02,-2.24,,,"144,927.00",14092
02/28/07,0.97,0.97,0.04,4.16,,,"154,953.00",21073
01/31/07,0.93,0.93,0.01,0.73,,,"132,443.00",14319
12/29/06,0.93,0.93,0.03,3.82,,,"126,464.00",20376
11/30/06,0.89,0.89,0.01,1.45,,,"123,010.00",13036
10/31/06,0.88,0.88,-0.02,-2.25,,,"104,962.00",18351
09/29/06,0.90,0.90,-0.03,-3.52,,,"113,225.00",11920
08/31/06,0.93,0.93,0.04,4.99,,,"116,338.00",14727
07/31/06,0.89,0.89,0.03,3.53,,,"122,795.00",15742
06/30/06,0.86,0.86,0.06,6.99,,,"115,445.00",20258
05/31/06,0.80,0.80,0.07,8.95,,,"131,973.00",17874
04/28/06,0.74,0.74,-0.01,-1.14,,,"121,212.00",14315
03/31/06,0.74,0.74,-0.13,-14.76,,,"115,909.00",15548
02/28/06,0.87,0.87,-0.04,-4.75,,,"104,374.00",13246
01/31/06,0.92,0.92,-0.05,-4.98,,,"118,847.00",16436
12/30/05,0.96,0.96,0.01,0.68,,,"116,310.00",9434
11/30/05,0.96,0.96,0.05,5.28,,,"110,511.00",14603
10/31/05,0.91,0.91,0.01,1.03,,,"95,477.00",14114
09/30/05,0.90,0.90,0.08,9.42,,,"91,929.00",11968
08/31/05,0.82,0.82,-0.01,-1.38,,,"81,537.00",8724
07/29/05,0.83,0.83,0.04,5.17,,,"77,967.00",18347
06/30/05,0.79,0.79,-0.05,-6.38,,,"72,167.00",10289
05/31/05,0.85,0.85,-0.01,-1.08,,,"74,676.00",10056
04/29/05,0.86,0.86,0.00,0.44,,,"80,921.00",9103
03/31/05,0.85,0.85,-0.01,-0.93,,,"83,454.00",8792
02/28/05,0.86,0.86,-0.02,-2.58,,,"64,948.00",10299
01/31/05,0.88,0.88,0.01,0.57,,,"68,024.00",7001
12/31/04,,0.88,-0.02,-1.93,,,,
11/30/04,0.90,0.90,0.05,6.01,,,"63,135.00",12256
10/29/04,0.84,0.84,-0.03,-3.21,,,"64,417.00",18732
09/30/04,0.87,0.87,0.03,3.10,,,"60,713.00",7500
08/31/04,0.85,0.85,-0.04,-4.62,,,"60,224.00",8801
07/30/04,0.89,0.89,0.03,3.50,,,"66,572.00",7442
06/30/04,0.86,0.86,-0.03,-3.24,,,"67,409.00",11226
05/28/04,0.89,0.89,0.08,10.23,,,"63,443.00",9328
04/30/04,0.80,0.80,0.04,5.48,,,"70,977.00",10831
03/31/04,0.76,0.76,-0.01,-0.81,,,"59,536.00",6436
02/27/04,0.77,0.77,0.03,4.66,,,"46,854.00",6327
01/30/04,0.73,0.73,0.00,-0.14,,,"41,124.00",4476
12/31/03,0.74,0.74,-0.20,-21.09,,,"50,388.00",13638
11/28/03,0.93,0.93,0.02,2.50,,,"47,463.00",2279
10/31/03,0.91,0.91,0.06,7.00,,,"51,091.00",8565
09/30/03,0.85,0.85,0.02,2.53,,,"59,988.00",6128
08/29/03,0.83,0.83,0.05,6.63,,,"55,566.00",6912
07/31/03,0.78,0.78,0.08,11.20,,,"58,294.00",5848
06/30/03,0.70,0.70,0.00,0.18,,,"51,750.00",8407
05/30/03,0.70,0.70,-0.02,-3.02,,,"46,732.00",5245
04/30/03,0.72,0.72,0.02,2.20,,,"46,970.00",9520
03/31/03,0.70,0.70,-0.05,-7.19,,,"40,838.00",3288
02/28/03,0.76,0.76,-0.04,-5.19,,,"52,938.00",11233
01/31/03,0.80,0.80,0.00,0.44,,,"57,557.00",5463
12/31/02,0.80,0.80,0.05,6.49,,,"54,812.00",6540
11/29/02,0.75,0.75,0.02,2.15,,,"25,020.00",3129
10/31/02,0.73,0.73,0.03,3.65,,,"54,244.00",7924
09/30/02,0.71,0.71,0.03,5.10,,,"48,977.00",5520
08/30/02,0.67,0.67,0.02,3.38,,,"40,978.00",5266
07/31/02,0.65,0.65,0.01,2.28,,,"17,256.00",6482
06/28/02,0.64,0.64,0.03,5.08,,,"37,578.00",5142
05/31/02,0.60,0.60,-0.03,-4.95,,,"23,462.00",6813
04/30/02,0.64,0.64,-0.07,-9.66,,,"39,599.00",9675
03/28/02,0.70,0.70,-0.04,-5.09,,,"25,638.00",6921
02/28/02,0.74,0.74,0.00,0.61,,,"43,358.00",6128
01/31/02,0.74,0.74,0.03,4.31,,,"22,292.00",5728
12/31/01,0.71,0.71,0.01,0.75,,,"46,682.00",5642
11/30/01,0.70,0.70,0.02,3.08,,,"40,073.00",5800
10/31/01,0.68,0.68,0.01,1.11,,,"43,342.00",7030
09/28/01,0.67,0.67,-0.06,-7.96,,,"42,483.00",8830
08/31/01,0.73,0.73,-0.01,-1.01,,,"43,532.00",8427
07/31/01,0.74,0.74,0.00,-0.14,,,"43,577.00",5047
06/29/01,0.74,0.74,0.00,-0.64,,,"52,342.00",11509
05/31/01,0.74,0.74,0.03,3.94,,,"45,060.00",9089
04/30/01,0.72,0.72,-0.07,-8.55,,,"46,670.00",5481
03/30/01,0.78,0.78,-0.03,-3.72,,,"39,396.00",10272
02/28/01,0.81,0.81,0.05,5.92,,,"64,606.00",11746
01/31/01,0.77,0.77,-0.01,-1.41,,,"60,612.00",14004
12/29/00,0.78,0.78,0.06,7.97,,,,5516
11/30/00,0.72,0.72,-0.01,-0.69,,,"26,480.00",9625
10/31/00,0.73,0.73,0.02,2.83,,,"62,047.00",7674
09/29/00,0.71,0.71,0.04,5.52,,,"50,904.00",5406
08/31/00,0.67,0.67,-0.02,-2.65,,,"59,332.00",5541
07/31/00,0.69,0.69,0.02,3.11,,,"52,337.00",6293
06/30/00,0.67,0.67,-0.01,-0.78,,,"48,535.00",5836
05/31/00,0.67,0.67,-0.02,-2.92,,,"44,725.00",9659
04/28/00,0.69,0.69,0.00,0.43,,,"56,646.00",7893
03/31/00,0.69,0.69,-0.02,-3.09,,,"47,236.00",4503
02/29/00,0.71,0.71,-0.01,-1.21,,,"52,134.00",6069
01/31/00,0.72,0.72,0.02,3.52,,,"53,975.00",8116
12/31/99,,0.70,0.00,-0.64,,,,
11/30/99,0.70,0.70,0.01,2.04,,,"51,938.00",6672
10/29/99,0.69,0.69,-0.01,-0.94,,,"54,141.00",8576
09/30/99,0.69,0.69,0.03,4.13,,,"61,814.00",10843
08/31/99,0.67,0.67,0.02,3.62,,,"52,686.00",7544
07/30/99,0.64,0.64,0.02,2.55,,,"20,335.00",4878
06/30/99,0.63,0.63,-0.02,-2.53,,,"39,858.00",10524
05/28/99,0.64,0.64,0.01,2.27,,,"24,239.00",7285
04/30/99,0.63,0.63,-0.03,-5.10,,,"51,454.00",7352
03/31/99,0.66,0.66,-0.02,-2.68,,,"29,983.00",7453
02/26/99,0.68,0.68,0.03,4.53,,,"54,842.00",10258
01/29/99,0.65,0.65,0.05,7.52,,,"44,614.00",5930
12/31/98,0.61,0.61,-0.03,-4.00,,,"44,431.00",3173
11/30/98,0.63,0.63,-0.02,-3.00,,,"22,686.00",5355
10/30/98,0.65,0.65,0.03,5.26,,,"44,617.00",7866
09/30/98,0.62,0.62,0.03,4.66,,,"37,569.00",3782
08/31/98,0.59,0.59,-0.01,-1.54,,,"41,430.00",10004
07/31/98,0.60,0.60,-0.05,-7.84,,,"38,024.00",5039
06/30/98,0.65,0.65,-0.01,-1.92,,,"44,201.00",7155
05/29/98,0.66,0.66,-0.03,-4.60,,,"36,408.00",6102
04/30/98,0.70,0.70,0.06,9.02,,,"43,451.00",15474
03/31/98,0.64,0.64,-0.01,-0.97,,,"29,701.00",8883
02/27/98,0.64,0.64,-0.03,-4.59,,,"52,441.00",8381
01/30/98,0.67,0.67,0.01,1.54,,,"42,948.00",7021
12/31/97,0.66,0.66,-0.02,-3.17,,,"48,057.00",3633
11/28/97,0.69,0.69,0.01,1.63,,,"44,221.00",1639
10/31/97,0.68,0.68,0.00,0.63,,,"39,350.00",7527
09/30/97,0.67,0.67,0.00,-0.15,,,"39,547.00",8508
08/29/97,0.67,0.67,-0.03,-4.85,,,"44,839.00",8561
07/31/97,0.71,0.71,0.06,9.58,,,"49,275.00",5606
06/30/97,0.64,0.64,-0.01,-1.04,,,"43,052.00",8862
05/30/97,0.65,0.65,0.00,0.58,,,"22,149.00",6376
04/30/97,0.65,0.65,0.00,-0.50,,,"36,519.00",8274
03/31/97,0.65,0.65,-0.05,-6.54,,,"30,611.00",7058
02/28/97,0.70,0.70,0.03,4.19,,,"42,858.00",9372
01/31/97,0.67,0.67,0.02,2.85,,,"41,497.00",4870
12/31/96,0.65,0.65,-0.02,-3.06,,,"34,619.00",7469
11/29/96,0.67,0.67,0.00,0.52,,,"24,447.00",4195
10/31/96,0.67,0.67,-0.01,-2.16,,,"37,842.00",7464
09/30/96,0.68,0.68,-0.04,-5.64,,,"36,749.00",7543
08/30/96,0.72,0.72,0.04,5.36,,,"43,377.00",3928
07/31/96,0.69,0.69,0.03,4.14,,,"37,086.00",5039
06/28/96,0.66,0.66,0.01,2.01,,,"36,723.00",7428
05/31/96,0.65,0.65,0.07,12.51,,,"31,613.00",6009
04/30/96,0.57,0.57,-0.05,-8.20,,,"34,228.00",11052
03/29/96,0.62,0.62,-0.01,-2.27,,,"32,602.00",7556
02/29/96,0.64,0.64,0.00,0.12,,,"33,680.00",8645
01/31/96,0.64,0.64,-0.03,-3.88,,,"31,305.00",9138
12/29/95,0.66,0.66,-0.01,-1.77,,,"30,262.00",5704
11/30/95,0.68,0.68,-0.01,-1.06,,,"27,725.00",4394
